EPO7_I_6	EPO7_II_6	EPO8_I_6	EPO8_II_6	EPOB9_I_8	EPOB9_II_6	EPOF21_I_6	EPOF21_II_1	EPOF21_II_3	EPOI2_I_6	EPOI2_II_6
#CLASS:  sampleName	EPO7	EPO7	EPO8	EPO8	EPOB9	EPOB9	EPOF21	EPOF21	EPOF21	EPOI2	EPOI2
#CLASS:  protein	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO	EPO
#CLASS:  producibility	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer	Producer
#CLASS:  cellType	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle	HEK293freestyle
ENSG00000015592	16	5	17	25	22	12	2	7	0	8	5
ENSG00000015676	3247	2730	4903	3127	5691	3026	2798	1793	721	2768	2711
ENSG00000016082	300	270	476	306	1252	664	221	128	52	302	281
ENSG00000016391	635	474	1086	670	1487	780	665	418	182	796	757
ENSG00000016402	30	45	53	29	130	49	47	25	16	36	31
ENSG00000016490	0	0	0	0	0	1	0	0	0	0	0
ENSG00000016602	0	0	0	0	1	0	0	0	0	0	0
ENSG00000016864	1553	1330	2217	1510	3319	1810	1621	1047	400	1622	1706
ENSG00000017260	4477	3877	8369	5379	10018	5684	6099	3197	1327	5123	5359
ENSG00000017427	2	7	7	9	17	7	7	3	4	6	8
ENSG00000017483	3	4	5	7	12	10	2	4	3	7	9
ENSG00000017797	2911	2946	3986	2656	4750	2688	2623	1532	602	2545	2780
ENSG00000018189	1328	1274	1645	1042	3570	1895	1349	888	338	1834	1958
ENSG00000018236	816	697	2296	1552	1985	1232	863	512	211	1292	1245
ENSG00000018280	20	11	26	23	35	24	16	13	4	27	23
ENSG00000018408	1746	1537	2222	1506	2604	1441	1346	750	270	1487	1485
ENSG00000018510	4142	3899	5934	3825	7069	3897	4012	1986	807	3668	3845
ENSG00000018607	0	0	0	0	1	0	0	0	0	0	0
ENSG00000018610	769	706	1231	851	1606	833	986	480	219	910	900
ENSG00000018625	1	1	1	6	2	1	0	0	0	2	0
ENSG00000018699	1049	1056	1741	1128	1852	901	1036	543	260	956	909
ENSG00000018869	336	356	463	296	620	324	321	196	83	265	314
ENSG00000019102	1	0	0	0	1	0	0	0	0	0	0
ENSG00000019144	1114	1054	1150	753	2312	1210	880	605	256	1231	1179
ENSG00000019169	0	0	0	0	1	0	0	0	1	0	0
ENSG00000019186	1	4	7	0	3	1	2	3	1	0	1
ENSG00000019485	202	154	261	168	495	317	285	194	74	238	259
ENSG00000019505	12	11	17	12	16	15	5	1	1	8	8
ENSG00000019549	93	126	81	65	92	70	95	55	23	87	81
ENSG00000019582	32	20	171	141	98	39	42	29	10	43	33
ENSG00000019991	8	15	32	17	58	39	23	20	9	39	42
ENSG00000019995	1619	1514	3186	2093	2990	1663	1403	786	323	1281	1399
ENSG00000020129	3353	3184	3223	1835	6027	2698	3456	2220	835	3529	3447
ENSG00000020181	517	425	874	515	1149	568	366	268	109	603	587
ENSG00000020219	0	0	0	0	0	1	0	0	0	0	1
ENSG00000020256	1491	1430	2030	1351	2666	1420	1126	820	324	1198	1219
ENSG00000020426	1868	2222	2954	1930	3341	2015	1977	1168	505	1540	1839
ENSG00000020577	651	713	1036	683	1527	863	600	415	173	776	956
ENSG00000020633	331	303	263	166	552	325	218	160	56	265	243
ENSG00000020922	2359	2239	3032	1915	4802	2835	2258	1142	491	2492	2770
ENSG00000021300	1168	1253	1604	1063	1805	1075	821	594	192	1012	1018
ENSG00000021355	663	682	580	406	1106	597	565	308	112	483	582
ENSG00000021461	2	2	3	1	12	6	8	2	1	4	12
ENSG00000021488	1	3	1	3	8	6	3	3	1	1	10
ENSG00000021574	1280	1022	1663	1076	2436	1378	1302	687	307	1225	1172
ENSG00000021645	219	210	616	484	531	306	183	103	41	277	304
ENSG00000021762	401	411	354	203	995	551	293	248	107	506	555
ENSG00000021776	1730	1349	2511	1646	3125	1765	1517	888	396	1566	1596
ENSG00000021826	464	446	2083	1214	1010	525	527	253	104	230	240
ENSG00000021852	0	0	0	1	2	0	0	0	0	0	0
ENSG00000022267	9099	8578	11271	7421	20330	10636	9964	5960	2374	6888	7623
ENSG00000022277	3207	3154	4818	3185	5484	2884	2930	1673	710	2863	3090
ENSG00000022355	0	0	0	0	0	0	0	0	0	0	1
ENSG00000022556	1	2	3	2	5	2	2	1	2	5	3
ENSG00000022567	597	444	1029	737	1190	598	639	414	148	671	633
ENSG00000022840	6955	6431	9316	6361	12296	6523	6646	4189	1757	6066	6632
ENSG00000022976	1191	1068	1657	1139	3060	1461	1103	829	362	1450	1516
ENSG00000023041	2093	2402	2754	1861	4259	2354	1917	1131	439	1670	2012
ENSG00000023171	411	361	551	338	929	441	296	174	86	388	388
ENSG00000023191	1699	1661	1254	844	2819	1306	1124	723	291	1318	1324
ENSG00000023228	1873	1837	2814	1818	3178	1664	1690	888	397	1595	1572
ENSG00000023287	2322	1890	3436	2329	4270	2368	2489	1344	599	2642	2652
ENSG00000023318	2249	2122	2917	1887	3901	2225	2452	1525	641	2020	2138
ENSG00000023330	1892	1798	3568	2348	3141	1695	1960	1226	493	1923	1860
ENSG00000023445	122	115	196	124	241	155	170	92	28	104	141
ENSG00000023516	1254	967	2020	1190	2223	1394	1076	511	220	1119	1090
ENSG00000023572	511	596	532	323	943	442	498	245	111	443	527
ENSG00000023608	689	649	909	577	1256	704	523	273	97	395	433
ENSG00000023697	1862	1859	2761	1820	4106	2415	2215	1282	525	1946	2246
ENSG00000023734	13361	13019	17121	11407	20944	11558	12394	6266	2634	10477	11288
ENSG00000023839	37	33	47	38	110	81	16	22	10	34	46
ENSG00000023892	192	154	315	217	554	271	169	132	66	242	245
ENSG00000023902	885	746	1182	819	2307	1110	884	697	261	858	944
ENSG00000023909	2037	1667	2936	2023	2836	1536	2014	1069	442	2039	2259
ENSG00000024048	1924	1777	1983	1271	3716	1982	1703	965	369	1711	1849
ENSG00000024422	371	398	608	370	600	331	284	172	85	358	330
ENSG00000024526	4474	4371	6005	3986	8012	4718	4612	2430	1060	3558	3750
ENSG00000024862	1197	1369	1255	802	2285	1228	1325	706	302	1059	1239
ENSG00000025039	2445	2338	2313	1451	4539	2550	2132	1199	468	1837	2085
ENSG00000025156	1591	1612	1752	1218	2869	1708	1670	935	386	1481	1603
ENSG00000025293	2298	2128	3446	2290	3629	1984	1920	1089	443	1984	1962
ENSG00000025423	74	111	178	117	237	130	123	68	28	124	104
ENSG00000025434	348	368	450	298	762	372	315	212	90	339	392
ENSG00000025708	73	88	106	72	165	74	62	52	18	79	61
ENSG00000025770	3252	3189	4229	2775	6348	3190	3189	2130	820	3126	3222
ENSG00000025772	1910	1854	2492	1435	3743	1937	1759	1114	427	1738	1817
ENSG00000025796	4063	3768	6337	4297	9334	5364	5847	3250	1350	4932	5368
ENSG00000025800	3883	3932	3637	2383	5678	3051	3146	2058	798	3203	3226
ENSG00000026025	33048	30559	40276	27920	49889	25735	33753	22448	8883	29315	30420
ENSG00000026036	293	310	180	101	1037	452	286	294	114	574	511
ENSG00000026103	397	416	712	485	858	492	498	313	139	468	484
ENSG00000026297	997	924	1180	780	2236	1091	1028	599	244	1031	1113
ENSG00000026508	652	546	1402	793	972	489	527	362	140	594	668
ENSG00000026559	482	394	1067	692	835	451	312	260	107	503	505
ENSG00000026652	806	712	717	473	2061	1094	700	431	180	718	773
ENSG00000026751	0	5	4	2	10	2	4	7	4	3	0
ENSG00000026950	507	491	463	351	1336	693	488	297	131	470	537
ENSG00000027001	662	527	983	625	1164	679	556	333	135	527	582
ENSG00000027075	473	523	886	583	934	531	300	187	70	500	449
ENSG00000027644	5	3	8	6	14	10	6	4	3	10	9
ENSG00000027697	1141	1199	1297	874	2159	1321	1392	741	329	1086	1189
ENSG00000027847	1246	1127	1496	1044	2248	1032	1132	885	324	1253	1372
ENSG00000027869	232	198	427	304	408	204	137	122	45	230	195
ENSG00000028116	940	927	1725	1178	2007	1190	1267	732	288	1054	1250
ENSG00000028137	2	7	3	3	6	4	5	5	2	4	8
ENSG00000028203	3242	2942	5488	3727	7159	4323	4387	2612	1013	3273	3805
ENSG00000028277	37	38	55	55	60	39	19	17	4	50	43
ENSG00000028310	2397	2330	3118	2086	4665	2309	2133	1628	650	3158	3076
ENSG00000028528	2202	2042	3027	1962	4956	2590	2080	1303	558	2565	2897
ENSG00000028839	1442	1644	1657	1040	2379	1509	1322	832	334	1148	1189
ENSG00000029153	1430	1439	1858	1174	2905	1718	1457	840	299	1183	1273
ENSG00000029363	9643	8598	13246	8552	18963	10425	10425	5553	2457	9774	10730
ENSG00000029364	3094	2884	4950	3201	5861	3397	3746	2089	855	3032	3167
ENSG00000029534	103	109	210	134	392	204	123	107	50	164	174
ENSG00000029559	0	0	0	0	0	0	0	0	0	0	0
ENSG00000029639	690	856	824	477	1126	626	484	271	119	581	640
ENSG00000029725	4473	4084	6353	4228	7939	4334	4595	2384	977	4167	4425
ENSG00000029993	3757	3607	5421	3594	6872	3773	3535	1831	818	3086	3296
ENSG00000030066	3664	3532	5006	3087	6539	3715	2936	1623	665	3512	3404
ENSG00000030110	2009	1923	2023	1147	3637	1780	1738	1019	373	1353	1498
ENSG00000030304	0	0	0	0	1	0	0	0	0	0	0
ENSG00000030419	206	160	377	214	534	286	252	125	55	292	265
ENSG00000030582	5299	4804	9110	6108	12314	6244	6012	4752	1816	7477	7101
ENSG00000031003	1135	1114	1258	782	2162	1205	1701	932	363	1152	1282
ENSG00000031081	354	332	551	375	662	393	291	212	68	353	306
ENSG00000031691	939	1111	1172	763	1860	1143	1001	547	245	793	905
ENSG00000031698	7313	7286	13078	8626	10503	6003	5810	3442	1460	6238	6571
ENSG00000031823	2622	2463	3528	2392	4944	2487	2237	1733	682	2377	2376
ENSG00000032219	798	670	975	648	1546	948	583	414	150	736	755
ENSG00000032389	1151	1037	1525	1083	1996	1039	1095	698	306	1037	1178
ENSG00000032444	937	940	1343	889	2458	1066	981	705	236	1188	1110
ENSG00000032742	401	343	460	331	769	403	344	203	74	418	356
ENSG00000033011	638	554	1519	882	1251	659	822	470	209	819	762
ENSG00000033030	1025	1156	1433	982	2337	1421	932	558	231	1047	1124
ENSG00000033050	5339	5087	6021	3920	9518	4853	4918	3048	1165	4849	5117
ENSG00000033100	1469	1297	2204	1348	4432	2126	2331	1520	607	2150	2156
ENSG00000033122	2	0	14	8	9	1	0	1	0	0	0
ENSG00000033170	897	956	1719	1112	2080	1236	1045	620	245	943	981
ENSG00000033178	2719	2557	4086	2661	5002	2894	2795	1350	574	2380	2465
ENSG00000033327	595	519	947	575	1216	605	549	390	127	656	735
ENSG00000033627	2956	2920	5824	3832	7521	3843	4376	2811	1078	4632	4888
ENSG00000033800	1724	1626	2473	1772	3424	2003	1465	867	346	1539	1584
ENSG00000033867	1484	1269	2224	1459	3210	1850	1303	674	306	1590	1696
ENSG00000034053	221	187	473	228	653	280	253	184	45	387	251
ENSG00000034152	1192	1173	1676	998	2238	1172	983	655	281	1199	1177
ENSG00000034239	0	2	8	1	7	2	5	5	0	0	2
ENSG00000034510	20493	29923	26384	17235	40846	23592	20023	14697	6067	16624	20069
ENSG00000034533	520	530	672	436	1073	634	484	306	108	438	493
ENSG00000034677	468	454	666	520	1010	523	414	282	123	447	573
ENSG00000034693	885	988	1111	731	1756	1104	1109	606	215	872	892
ENSG00000034713	3409	4368	5961	3530	6928	3981	4822	2142	909	3413	3767
ENSG00000034971	0	0	0	0	0	0	0	0	0	0	0
ENSG00000035115	583	677	623	445	1243	618	394	256	107	563	609
ENSG00000035141	3242	3384	4015	2625	6922	3523	3380	1968	849	2913	3376
ENSG00000035403	4659	3690	7331	4923	9692	4910	4888	2929	1224	5086	4711
ENSG00000035499	1538	1705	2453	1658	4635	2474	1886	971	391	1545	1696
ENSG00000035664	48	75	110	71	160	93	54	34	21	85	104
ENSG00000035681	637	621	937	707	1427	795	833	520	211	750	843
ENSG00000035687	3426	3659	5200	3401	6566	3703	3286	1682	745	3145	3312
ENSG00000035720	7	11	8	8	16	13	11	13	10	8	7
ENSG00000035862	2571	2110	3647	2443	5423	3140	2729	1849	784	2654	2672
ENSG00000035928	5090	4514	8561	5613	8454	4727	4904	2802	1135	4629	5002
ENSG00000036054	2124	2153	3150	2034	3721	1997	1944	950	401	1735	1849
ENSG00000036257	3720	3526	5284	3491	6336	3629	3687	2134	804	3007	3329
ENSG00000036448	176	184	324	213	451	239	101	20	1	234	233
ENSG00000036473	0	2	2	2	4	0	1	0	0	1	0
ENSG00000036530	95	127	94	59	275	172	135	111	58	145	160
ENSG00000036549	2309	2055	3885	2639	4177	2500	2631	1432	629	1942	2223
ENSG00000036565	3	0	3	2	8	0	2	4	0	11	6
ENSG00000036672	525	432	663	404	921	501	469	347	141	629	635
ENSG00000036828	20	19	5	6	60	25	18	13	8	26	31
ENSG00000037042	766	905	767	609	2007	1032	699	633	214	1148	1280
ENSG00000037241	2076	2475	3148	2207	3420	1982	2393	1428	622	2123	2288
ENSG00000037280	1359	1300	2459	1696	2534	1137	1300	928	359	1532	1625
ENSG00000037474	6319	6221	11557	7357	10272	5363	6610	3773	1555	7002	7226
ENSG00000037637	1625	1430	1804	1139	2647	1306	1235	836	311	1453	1500
ENSG00000037749	1278	1166	1881	1195	2133	1147	1282	666	247	1055	1098
ENSG00000037757	1421	1323	1637	1096	3590	1690	1116	957	368	1541	1596
ENSG00000037897	548	561	834	507	1162	595	595	398	141	532	606
ENSG00000037965	248	234	369	267	454	236	192	124	56	215	245
ENSG00000038002	423	444	733	460	899	568	514	314	116	479	484
ENSG00000038210	1760	1713	2690	1811	3311	1819	1874	869	361	1592	1527
ENSG00000038219	2331	1726	3395	2356	3978	2386	1614	1065	498	2120	2167
ENSG00000038274	3648	4179	4870	3211	5167	2995	3210	1768	716	2754	3173
ENSG00000038295	4	3	96	64	7	2	6	1	1	10	8
ENSG00000038358	2604	2309	4045	2570	7011	3227	3075	2286	841	3625	3576
ENSG00000038382	4166	2960	6515	4097	6938	3508	3621	2528	996	4384	4254
ENSG00000038427	2087	1633	5088	3316	5713	3280	2263	1391	573	3462	3153
ENSG00000038532	973	814	2634	1709	2456	1358	1148	731	305	1214	1170
ENSG00000038945	0	6	7	5	7	4	5	2	0	3	11
ENSG00000039068	240	200	937	622	535	305	213	169	49	376	280
ENSG00000039123	4530	4128	6100	4009	10386	5592	3222	1654	685	3557	3698
ENSG00000039139	54	44	97	41	42	30	30	12	10	39	36
ENSG00000039319	2153	1843	3402	1994	4106	2252	2417	1388	585	2246	2356
ENSG00000039523	1329	1428	2325	1592	3553	1731	1691	1266	480	1876	1991
ENSG00000039537	0	0	3	0	1	0	0	0	0	0	0
ENSG00000039560	4114	3502	6823	4587	6742	3911	4551	2574	1009	4332	4611
ENSG00000039600	4	5	13	13	5	8	6	4	1	5	11
ENSG00000039650	1929	1969	2126	1345	3749	1804	1555	1225	474	2299	2557
ENSG00000039987	5	7	7	3	16	13	1	5	0	12	11
ENSG00000040199	656	523	925	588	1552	867	758	485	185	676	712
ENSG00000040275	2779	2818	4412	3045	4861	2679	3049	1802	724	2830	3058
ENSG00000040341	1485	1568	2327	1606	2522	1583	1545	829	351	1540	1682
ENSG00000040487	742	740	751	504	1515	737	724	562	230	859	894
ENSG00000040531	606	584	759	515	1436	777	787	600	233	713	713
ENSG00000040608	546	497	813	487	1374	722	630	502	207	498	484
ENSG00000040633	1368	1314	1622	938	2217	1179	933	603	252	1022	1010
ENSG00000040731	0	0	57	27	6	5	33	17	3	76	61
ENSG00000040933	2210	1903	3022	1916	4055	2153	1999	1281	486	2041	2121
ENSG00000041353	132	114	222	97	213	115	80	38	8	87	84
ENSG00000041357	13327	15550	17898	11690	20969	11907	12666	6732	2779	9471	10068
ENSG00000041515	0	1	2	0	4	1	1	2	0	1	2
ENSG00000041802	1600	1435	2275	1451	3209	1817	2212	1551	576	1718	1744
ENSG00000041880	175	209	325	191	663	334	249	154	78	278	295
ENSG00000041982	1346	1176	1248	856	2387	1175	1027	700	281	1290	1190
ENSG00000041988	772	769	578	405	1033	537	364	242	100	460	475
ENSG00000042062	0	0	0	2	0	2	0	2	0	3	2
ENSG00000042088	1227	1205	1587	1030	2160	1201	922	529	234	951	1042
ENSG00000042286	529	488	1049	652	1026	493	231	145	55	611	607
ENSG00000042304	3	2	1	0	3	5	1	0	0	3	4
ENSG00000042317	393	426	544	379	555	360	313	173	86	269	315
ENSG00000042429	922	975	1162	677	1879	1003	948	596	245	888	1035
ENSG00000042445	1062	1064	1790	1101	2545	1275	1105	696	278	1174	1284
ENSG00000042493	177	184	366	240	334	133	168	90	32	166	172
ENSG00000042753	5301	4882	6400	4619	7672	4016	3780	2446	997	3874	3919
ENSG00000042781	1	2	4	3	9	3	0	3	1	5	4
ENSG00000042813	0	0	0	0	1	0	0	0	0	0	0
ENSG00000042832	1	2	4	2	10	3	0	0	0	0	3
ENSG00000042980	7	7	3	3	14	5	6	5	0	5	9
ENSG00000043039	409	382	464	340	713	352	289	174	68	318	323
ENSG00000043093	1870	1840	2550	1605	3796	1985	2765	1253	525	1625	1812
ENSG00000043143	457	359	782	504	752	389	392	314	110	596	579
ENSG00000043355	1068	905	1400	945	2619	1361	848	579	196	1071	1084
ENSG00000043462	2	3	8	1	3	1	0	2	2	1	4
ENSG00000043514	1038	1038	1213	787	1585	893	922	588	258	942	1105
ENSG00000043591	44	59	81	39	93	39	32	19	2	33	41
ENSG00000044012	0	0	0	0	1	0	0	0	0	0	0
ENSG00000044090	1390	1195	1401	841	3804	1857	1485	1029	421	1639	1612
ENSG00000044115	9095	7934	14099	9319	12273	6350	8059	4873	1890	7840	7818
ENSG00000044446	1319	1249	1646	1074	2806	1494	1041	696	291	1354	1402
ENSG00000044459	1217	1177	1207	808	1700	989	843	448	172	905	908
ENSG00000044524	1116	1062	2402	1439	2669	1690	1380	741	299	1200	1281
ENSG00000044574	16566	14032	25120	16141	30043	16070	17809	10601	4461	19386	17998
ENSG00000046604	9235	7266	20249	13726	23436	12847	14532	7922	3435	12671	12194
ENSG00000046647	335	406	434	332	784	409	268	182	86	332	323
ENSG00000046651	1651	1565	2181	1541	3548	1906	1766	1043	463	1859	2218
ENSG00000046653	1783	1585	4948	3385	5813	3335	3016	1714	674	2656	2689
ENSG00000046774	1	1	3	2	0	1	1	0	0	1	2
ENSG00000046889	183	139	330	234	477	267	118	71	18	220	202
ENSG00000047056	639	618	860	580	1340	674	521	367	154	657	613
ENSG00000047188	3030	2725	4139	2673	4382	2466	2496	1354	536	2653	2996
ENSG00000047230	2926	2518	4958	3265	5667	3249	3323	1909	789	2897	2933
ENSG00000047249	1238	1323	1598	1109	1850	1056	1247	650	288	1244	1169
ENSG00000047315	6397	6007	10075	6438	11364	6184	6294	3293	1364	5868	5994
ENSG00000047346	424	426	674	377	1019	590	562	338	142	538	612
ENSG00000047365	342	308	516	285	743	374	312	235	109	288	313
ENSG00000047410	6400	5211	9865	6384	13797	7710	6542	3675	1553	7153	7636
ENSG00000047457	0	2	2	4	0	1	0	3	0	3	4
ENSG00000047578	468	467	959	570	1371	772	619	414	183	714	785
ENSG00000047579	889	879	994	656	1774	941	960	609	242	881	866
ENSG00000047597	349	231	611	374	1009	583	459	293	138	507	560
ENSG00000047617	33	41	65	56	120	48	35	28	13	56	53
ENSG00000047621	1760	1908	2512	1655	3279	1818	1908	1116	448	1545	1733
ENSG00000047634	4230	4722	5641	3640	7966	4602	3984	2286	978	3632	4449
ENSG00000047644	931	766	1235	765	1576	889	634	513	209	790	711
ENSG00000047648	13	15	289	181	33	30	17	8	6	53	56
ENSG00000047662	21	24	36	34	55	31	27	7	9	17	31
ENSG00000047849	6439	5620	9081	5911	10581	5689	4900	3192	1318	5825	5678
ENSG00000047932	2373	2383	2822	1857	4807	2620	2266	1161	498	2361	2507
ENSG00000047936	0	2	0	0	4	2	0	3	0	0	1
ENSG00000048028	2230	2114	2334	1594	4273	2292	1711	880	392	1744	1760
ENSG00000048052	266	256	273	182	534	283	204	105	33	196	213
ENSG00000048140	2117	1840	2484	1486	3493	1690	2164	1484	590	2164	2327
ENSG00000048162	1085	1225	1144	809	1498	740	767	503	191	892	978
ENSG00000048342	262	270	621	434	772	385	448	255	99	446	413
ENSG00000048392	1343	1295	1823	1151	2430	1289	1568	697	307	1350	1353
ENSG00000048405	623	502	594	396	1063	664	669	374	172	670	750
ENSG00000048462	0	1	0	0	0	0	1	0	0	0	0
ENSG00000048471	600	474	1106	651	1292	620	674	447	153	573	689
ENSG00000048540	3	0	37	30	6	4	4	0	0	4	6
ENSG00000048544	3238	3958	3717	2414	5443	3198	3385	1872	798	2330	2605
ENSG00000048545	0	0	0	0	0	0	0	0	0	0	0
ENSG00000048649	2680	2128	4054	2756	4811	2845	2493	1365	544	2638	2559
ENSG00000048707	1991	1388	2361	1509	2999	1706	1323	732	304	1778	1786
ENSG00000048740	3003	2396	4909	3178	5964	3203	2547	1401	593	2663	2601
ENSG00000048828	7740	7059	8569	5694	11530	6237	5396	3495	1480	5147	5322
ENSG00000048991	2403	2388	3571	2601	4605	2647	2565	1633	656	2252	2647
ENSG00000049089	212	166	168	99	497	228	131	88	32	204	239
ENSG00000049130	1035	889	1672	1135	2139	1212	1096	548	220	861	901
ENSG00000049167	674	705	1104	753	1535	981	720	387	159	649	697
ENSG00000049192	87	90	117	72	288	165	67	40	23	127	128
ENSG00000049239	1167	892	1479	954	2034	1087	672	527	191	1081	1048
ENSG00000049245	5302	5273	5884	4143	7765	4521	4463	2612	1071	4238	4707
ENSG00000049246	346	267	404	245	616	340	187	123	65	236	270
ENSG00000049247	2	1	1	1	5	1	4	0	0	0	4
ENSG00000049249	84	97	119	88	114	55	66	48	19	72	40
ENSG00000049283	6	7	9	8	11	8	4	5	0	3	3
ENSG00000049323	1023	776	2319	1418	2836	1489	1338	816	338	1498	1300
ENSG00000049449	5961	5227	11608	8021	12602	7160	7225	4607	1799	6883	7104
ENSG00000049540	7	11	9	1	14	6	8	6	2	11	12
ENSG00000049541	3619	3709	5228	3409	5649	3125	2985	1893	720	3030	2932
ENSG00000049618	2248	1509	2676	1695	4382	2322	2016	1437	588	2050	2082
ENSG00000049656	6938	6112	8282	5334	11863	5629	7394	4344	1677	7195	7763
ENSG00000049759	1598	1459	2452	1545	2755	1569	1526	908	394	1396	1475
ENSG00000049768	36	35	50	25	50	24	22	8	4	24	44
ENSG00000049769	200	175	240	118	319	156	150	104	26	230	186
ENSG00000049860	2769	2547	4576	2874	8262	4798	3499	2225	960	2785	2838
ENSG00000049883	828	795	894	613	2385	1268	573	353	143	815	906
ENSG00000050030	32	19	108	62	120	65	49	29	12	38	47
ENSG00000050130	1467	1528	2135	1356	2988	1647	1978	1096	435	1416	1541
ENSG00000050165	252	218	322	218	525	307	254	188	68	228	237
ENSG00000050327	899	782	1012	610	1594	803	819	624	254	730	780
ENSG00000050344	950	822	1647	1089	1972	1143	834	452	187	1019	955
ENSG00000050393	2854	2979	2857	2009	4693	2745	2547	1468	626	2018	2152
ENSG00000050405	2681	2605	3584	2447	4990	2657	2480	1629	719	2143	2491
ENSG00000050426	1376	1576	2458	1615	3167	1719	1119	746	341	1659	1837
ENSG00000050438	137	114	169	107	231	128	88	54	22	133	138
ENSG00000050555	303	299	609	416	768	365	223	195	78	502	461
ENSG00000050628	3	5	34	25	12	5	7	3	1	6	8
ENSG00000050730	10	14	20	12	27	20	8	10	4	14	25
ENSG00000050748	3976	3920	5143	3399	5147	2923	3315	1918	800	3180	3495
ENSG00000050767	70	41	91	66	130	68	79	38	20	109	102
ENSG00000050820	1164	1060	2140	1460	3130	1551	1598	1303	512	1601	1497
ENSG00000051009	912	901	788	487	2284	1086	797	622	224	994	1079
ENSG00000051108	1125	1116	2334	1565	2696	1463	1654	1116	413	1521	1636
ENSG00000051128	555	602	840	479	1308	651	554	446	159	490	524
ENSG00000051180	898	851	1136	737	1564	849	784	428	160	824	831
ENSG00000051341	1714	1408	2336	1411	3564	1906	1398	808	318	1636	1662
ENSG00000051382	1665	1529	2177	1429	2739	1622	1545	768	322	1382	1465
ENSG00000051523	1378	1471	3970	2387	5709	2649	1569	1206	445	1290	1169
ENSG00000051596	3953	3820	5861	3763	5915	2958	3368	1675	655	3462	3580
ENSG00000051620	3038	3435	3189	2111	6277	3217	3059	2100	874	2674	2943
ENSG00000051825	1911	1978	2109	1389	3847	2127	1505	949	390	1732	1780
ENSG00000052126	1412	1314	2269	1634	2937	1811	1294	833	321	1361	1500
ENSG00000052344	34	23	68	36	47	43	14	14	1	25	27
ENSG00000052723	3322	3292	4925	3346	6562	3872	3308	1827	767	3200	3389
ENSG00000052749	1469	1330	3278	1989	3238	1496	1302	919	363	1722	1713
ENSG00000052795	1775	1335	2520	1564	3646	2234	1985	1229	484	1654	1646
ENSG00000052802	6579	7229	6939	4553	8950	5537	5107	2730	1184	3263	3323
ENSG00000052841	1436	1474	2129	1493	3550	2128	1572	1082	424	1821	1934
ENSG00000052850	438	312	764	471	889	456	306	220	97	445	424
ENSG00000053108	201	143	397	232	294	164	195	116	55	235	255
ENSG00000053254	1914	1536	2788	1938	3413	1966	1689	984	388	1790	1864
ENSG00000053328	4	4	13	5	32	15	14	13	6	14	20
ENSG00000053371	3128	3056	3851	2661	5167	2635	2475	1652	696	2876	2790
ENSG00000053372	3421	3607	3687	2529	5588	2729	2385	1587	588	3328	3212
ENSG00000053438	0	0	0	0	0	0	0	0	0	0	0
ENSG00000053501	624	710	863	585	1144	639	561	362	134	569	675
ENSG00000053524	178	163	373	271	459	228	226	164	77	243	260
ENSG00000053702	3	3	0	1	10	4	3	1	0	2	0
ENSG00000053747	1133	965	2089	1336	3554	1832	1145	946	329	1515	1580
ENSG00000053770	1685	1659	2204	1487	3309	1887	1783	944	399	1503	1681
ENSG00000053900	996	1073	1397	839	2359	1259	1079	568	236	1067	1176
ENSG00000053918	126	116	194	163	179	94	90	83	22	175	131
ENSG00000054116	3170	3702	3120	2015	4519	2528	3005	1863	779	2576	2685
ENSG00000054118	6149	5059	7517	5023	9745	5329	4876	2953	1231	5737	5713
ENSG00000054148	5045	6354	4452	2722	6951	3721	3558	2615	1041	3448	3653
ENSG00000054179	55	51	92	87	71	34	17	15	4	42	31
ENSG00000054219	0	0	0	2	4	3	0	0	0	2	0
ENSG00000054267	1936	1546	3012	2105	4215	2314	1616	881	387	1616	1803
ENSG00000054277	167	179	187	155	429	231	178	102	34	149	199
ENSG00000054282	312	325	395	343	790	408	266	212	83	267	396
ENSG00000054356	9	10	61	32	38	4	23	30	9	25	15
ENSG00000054392	139	154	283	189	357	198	185	130	55	231	179
ENSG00000054523	4708	3467	5573	3660	7401	4095	3465	1929	759	4397	4189
ENSG00000054598	5874	4561	8159	5333	12440	6570	5929	4075	1647	6397	6330
ENSG00000054611	1053	1004	1384	810	1924	965	821	654	240	867	885
ENSG00000054654	2137	1245	2603	1663	3105	1953	1560	1055	401	1794	1843
ENSG00000054690	1138	955	1465	899	2647	1389	984	729	312	1270	1354
ENSG00000054793	2143	1576	3975	2708	5148	2841	2944	1774	672	2416	2459
ENSG00000054796	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0	0	0	0	0	0
ENSG00000054938	2	2	25	10	18	10	9	6	1	11	11
ENSG00000054965	2537	2095	2853	1968	4363	2244	2250	1457	549	2458	2410
